title,keywords
Organ-specific biological clocks: Ageotyping for personalized anti-aging medicine,"orologi biologici, personalizzazione, anti-invecchiamento, ageotyping"
Doxorubicin-induced senescence in normal fibroblasts promotes in vitro tumour cell growth and invasiveness: The role of Quercetin in modulating these processes,"Doxorubicin, senescenza, fibroblasti, Quercetina"
Therapy-induced senescence in normal fibroblasts promotes in vitro tumour cell growth and invasiveness: study of the role of Quercetin in modulating these processes.,"senescenza, fibroblasti, Quercetina, tumore"
Diabetes management in an ageing society: The role of nursing support in primary care,"diabetes management, nursing support, primary care, aging society"
La medicina di famiglia nel riassetto dell’assistenza territoriale,"medicina di famiglia, assistenza territoriale, riassetto, sanità"
MitSorter: a standalone tool for accurate discrimination of mtDNA and NuMT ONT reads based on differential methylation,"MitSorter, mtDNA, NuMT, methylation"
Identification of deregulated lncRNAs in Alzheimer’s disease: an integrated gene co-expression network analysis of hippocampus and fusiform gyrus RNA-seq datasets,"lncRNAs, Alzheimer, gene co-expression, RNA-seq"
Benchtop NMR in Biomedicine: An Updated Literature Overview,"NMR, biomedicina, letteratura, panoramica"
Deriving three one dimensional NMR spectra from a single experiment through machine learning,"NMR spectra, machine learning, one dimensional, experiment"
Predicting reperfusion injury and functional status after stroke using blood biomarkers: the STROKELABED study,"reperfusion injury, functional status, blood biomarkers, stroke"
"pyIHM: Indirect Hard Modeling, in Python","pyIHM, Hard Modeling, Python"
Serum metabolomics and lipoproteomics discriminate celiac disease and non-celiac gluten sensitivity patients,"metabolomica, lipoproteomica, celiachia, sensibilità al glutine"
Studying Alzheimer’s disease through an integrative serum metabolomic and lipoproteomic approach,"Alzheimer, metabolomica, lipoproteomica, siero"
Multi‐Omics Signatures of Periodontitis and Periodontal Therapy on the Oral and Gut Microbiome,"Periodontitis, Microbiome, Therapy, Omics"
The serum metabolomic profiles of atrial fibrillation patients treated with direct oral anticoagulants or vitamin K antagonists,"metabolomic profiles, atrial fibrillation, oral anticoagulants, vitamin K antagonists"
NMR-based metabolomics in Alzheimer’s disease research: a review,"metabolomica, NMR, Alzheimer, ricerca"
Fingerprinting and profiling in metabolomics of biosamples,"fingerprinting, profiling, metabolomics, biosamples"
C16ORF70/MYTHO promotes healthy aging in C.elegans and prevents cellular senescence in mammals,"C16ORF70, MYTHO, healthy aging, cellular senescence"
Exploring causal mechanisms of sex dimorphism in lipid metabolism using the UK Biobank Pharma proteomics data,"sex dimorphism, lipid metabolism, UK Biobank, proteomics"
An iterative least-squares Monte Carlo approach for the simulation of cohort based biometric indices,"Monte Carlo, biometric indices, least-squares, simulation"
Joint mortality models based on subordinated linear hypercubes,"mortality models, subordinated, linear hypercubes"
Functional disability in the Health and Retirement Study: a semi-Markov multi-state analysis,"functional disability, Health and Retirement Study, semi-Markov, multi-state analysis"
The potential of marine-derived compounds in geroscience,"marine-derived compounds, geroscience, potential"
"Human astrocytes from healthy individuals and Alzheimer’s patients respond differently to Aβ1-42 oligomers, triggering distinct paths of reactivity and senescence","astrocytes, Alzheimer, Aβ1-42, reattività"
The Role of Nutraceuticals and Functional Foods in Mitigating Cellular Senescence and Its Related Aspects: A Key Strategy for Delaying or Preventing Aging and Neurodegenerative …,"nutraceutici, cibi funzionali, senescenza cellulare, invecchiamento"
"Intestinal Blastocystis is linked to healthier diets and more favorable cardiometabolic outcomes in 56,989 individuals from 32 countries","Blastocystis, diete salutari, risultati cardiometabolici, individui"
The Women4Health cohort: a unique cohort to study women-specific mechanisms of cardio-metabolic regulation,"Women4Health, coorte, meccanismi, cardio-metabolici"
"SH2 domains: folding, binding and therapeutical approaches","SH2 domains, folding, binding, therapeutical"
Cryptic binding properties of a transient folding intermediate in a PDZ tandem repeat,"binding properties, transient folding, PDZ repeat"
Folding and binding mechanisms of the SH2 domain from Crkl,"Folding, binding mechanisms, SH2 domain, Crkl"
GWAS of genetic factors affecting white blood cell morphological parameters in Sardinians uncovers influence of chromosome 11 innate immunity gene cluster on eosinophil morphology,"GWAS, fattori genetici, eosinofili, immunità innata"
Are there equal opportunities? A comparative analysis of first employment among young adults with and without migratory background in Italy,"opportunità, giovani, migratorio, occupazione"
An index of intergenerational justice: Main concepts and preliminary evidence from the Age-It Research Program,"intergenerational justice, index, Age-It Research Program, evidence"
Immersive Virtual Reality Simulation to Promote Empathy in Delirium Care: A Pilot Evaluation,"Virtual Reality, Empathy, Delirium Care, Simulation"
Empowering the young in an aging democracy,"young, democracy, empowerment"
"Introduzione (Biale, Burelli, Galeotti)","Introduzione, Biale, Burelli, Galeotti"
Democrazie che invecchiano: come ridurre la marginalità politica delle persone giovani,"democrazie, marginalità politica, giovani"
Un paese che invecchia,"invecchiamento, popolazione, società, sfide"
Sustainable care quality improvement: a scoping literature review of performance measurement in lean healthcare implementations,"sustainable care, quality improvement, performance measurement, lean healthcare"
Expanded Value Stream Mapping in Healthcare: From Efficiency to Sustainability,"Value Stream Mapping, Healthcare, Efficiency, Sustainability"
Approcci manageriali innovativi per la sostenibilità delle cure,"approcci manageriali, sostenibilità, cure"
Enhancing chronic care pathways with Health Lean Management: a case study in a Spanish hospital,"chronic care, Health Lean Management, case study, Spanish hospital"
LEAN AND SAFETY MANAGEMENT: A SYSTEMATIC LITERATURE REVIEW OF PERFORMANCE MEASUREMENT INDICATORS FOR QUALITY IMPROVEMENT IN TERRITORIAL AMBULATORY HEALTH CARE,"lean management, safety management, performance indicators, quality improvement"
Lean and Safety Management in Primary Care Centres: An Italian Case Study,"Lean, Safety Management, Primary Care, Italian Case"
A Novel Theoretical Approach on Micro-Nano Robotic Networks Based on Density Matrices and Swarm Quantum Mechanics,"Micro-Nano Robotics, Density Matrices, Swarm Quantum Mechanics"
Regulatory Emotional Self-Efficacy in Managing Negative Emotions at Work: A Validation Study,"emotional self-efficacy, negative emotions, work management, validation"
What does the customer incivility tell me about my worth? A diary study on the short-term effects of customer incivility on self-esteem and job satisfaction,"customer incivility, self-esteem, job satisfaction, diary study"
User-Centered Design for Emotional Well-being of Family Caregivers Helping Older People with Dementia: The Care-Ly Chatbot Interface,"User-Centered Design, Emotional Well-being, Family Caregivers, Dementia"
Fairness in Healthcare Services for Italian Older People: A Convolution-Based Evaluation to Support Policy Decision Makers,"equità, servizi sanitari, anziani, politiche"
Conversational Agents in the Legal Domain: A Systematic Review of the Literature,"Conversational Agents, Legal Domain, Systematic Review, Literature"
Can wearable technologies contribute to an age-friendly walkability environment? First insights from a systematic review of the literature,"wearable technologies, age-friendly, walkability, systematic review"
Quantum computing for swarm robotics: a local-to-global approach,"quantum computing, swarm robotics, local-to-global, approach"
Sustainable walkability in inner areas of Italy: a research proposal on AI-based simulation for older adults,"sostenibilità, walkability, simulazione AI, anziani"
Fostering Artificial Intelligence-based supports for informal caregivers: a systematic review of the literature,"Artificial Intelligence, informal caregivers, support, systematic review"
AI-powered solutions to support informal caregivers in their decision-making: a systematic review of the literature,"AI solutions, informal caregivers, decision-making, systematic review"
How artificial intelligence can support informal caregivers in their caring duties to elderly? a systematic review of the literature,"artificial intelligence, informal caregivers, elderly care, systematic review"
Personal or Universal? Comparing Listeners’ Replies and Audio Features,"listeners, audio features, comparison"
Quantum Memory: Measuring the Degree of Non-Markovianity of Orchestral Music,"Quantum Memory, Non-Markovianity, Orchestral Music"
Examining subjective views of the aging process in older adults: a systematic review following the COSMIN methodology,"aging process, older adults, subjective views, systematic review"
Feasibility and Potential Effects of Multidomain Interventions to Improve the Cognitive and Functional Well-Being of Elderly Individuals in Residential Structures: The I-COUNT …,"interventi multidominio, benessere cognitivo, anziani, strutture residenziali"
Daily associations between global self‐esteem and self‐concept clarity and their relationships with subjective well‐being in a sample of adult workers,"self-esteem, self-concept, well-being, adult workers"
Investigating Disparities in Cause-Specific Mortality Based on Education in Italy,"disparità, mortalità, istruzione, Italia"
Monitoring All-Cause and Cause-Specific Mortality Inequalities in Italian Regions,"mortalità, disuguaglianze, regioni italiane, cause specifiche"
Personal Views of Aging Among Informal Caregivers of People with Dementia and Non-Caregivers: Gauging the Role of Individual Characteristics and Caregiving-Related Burden,"invecchiamento, caregiver, demenza, carico assistenziale"
Preventive pathways for healthy ageing: a systematic literature review,"healthy ageing, preventive pathways, systematic review"
What is the current knowledge and experience on preventive pathway for healthy ageing in Italy? A scoping review,"healthy ageing, preventive pathway, Italy, scoping review"
XIV National Congress SISMES,"Congresso, SISMES, nazionale, XIV"
Age-it: invecchiare bene in una società che invecchia sempre di più. Percorso preventivo per un invecchiamento in buona salute: una revisione sistematica,"invecchiamento, salute, prevenzione, società"
LGBTQ+ older people and affirmative sports contexts: Indicators and good practice| PERSONE ANZIANE LGBTQ+ E CONTESTI SPORTIVI AFFERMATIVI: INDICATORI E BUONE PRASSI,"LGBTQ+, anziani, sport, buone prassi"
Effects of Music Listening on Cognition and Affective State in Older Adults,"Music Listening, Cognition, Affective State, Older Adults"
Il ruolo delle reti territoriali per l'apprendimento permanente nell'invecchiamento attivo,"reti territoriali, apprendimento permanente, invecchiamento attivo"
Personal views of aging in midlife and older age: the role of personality,"invecchiamento, personalità, età, opinioni"
Accompagnare la longevità. Buone pratiche educative e formative per l’invecchiamento attivo,"longevità, invecchiamento attivo, buone pratiche, educazione"
"Narratives of connection. Long life experience, proximal systems, and local culture.","connection, long life, proximal systems, local culture"
Intergenerazionalità,intergenerazionalità
"DROSHA, DICER, and damage-induced long ncRNA control BMI1-dependent transcriptional repression at DNA double-strand break","DROSHA, DICER, ncRNA, BMI1"
Does Cognitive Stimulation Therapy show similar efficacy in individuals with mild-to-moderate dementia from varying etiologies? An examination comparing its effectiveness in …,"Cognitive Stimulation Therapy, dementia, efficacy, etiologies"
Soft skills and their relationship with cognitive reserve and life satisfaction in adulthood and older age,"soft skills, cognitive reserve, life satisfaction, adulthood"
Telomeric DNA damage response mediates neurotoxicity of Aβ42 oligomers in Alzheimer’s disease,"telomeric DNA, neurotoxicity, Aβ42 oligomers, Alzheimer's disease"
DNA damage response defects induced by the formation of TDP-43 and mutant FUS cytoplasmic inclusions and their pharmacological rescue,"DNA damage, TDP-43, FUS, pharmacological rescue"
Telomeric antisense oligonucleotides reduce premature aging phenotypes in telomerase mutant zebrafish,"telomeric oligonucleotides, premature aging, zebrafish, telomerase mutant"
A Novel Cognitive Frailty Index for Geriatric Mice,"Cognitive Frailty, Geriatric Mice, Index"
Weaponizing CRISPR/Cas9 for selective elimination of cells with an aberrant genome,"CRISPR/Cas9, eliminazione selettiva, genoma aberrante, cellule"
The complex interplay between aging and cancer,"aging, cancer, interplay, complex"
In memoriam Judy Campisi: spreading cellular senescence,"Judy Campisi, senescenza cellulare, memoria, spreading"
Ageing and complexity. Reframing older adults' learning through interdisciplinary lenses,"ageing, learning, older adults, interdisciplinary"
Learning in longevity: a critical ecosystemic approach to research and intervention,"longevity, ecosystemic, research, intervention"
"Formal, informal, and technology-mediated care: reframing older adults’ learning and care through the lenses of complexity and systems theory","care, learning, complexity, systems theory"
Transitions in older age: an interdisciplinary meta-narrative,"transitions, older age, meta-narrative, interdisciplinary"
Positioning ageing as a systemic educational process,"aging, educational process, systemic"
Income and Fertility in Couples: New Evidence from Longitudinal Tax Data in Tuscany,"Income, Fertility, Couples, Tuscany"
Short-term exposures to air pollutants affect mitochondrial DNA copy number in patients with acute coronary syndromes,"air pollutants, mitochondrial DNA, acute coronary syndromes"
Telomeric non-coding RNA and senescence gene dysregulation in acute coronary syndrome: insights into novel biomarkers and therapeutic targets,"telomeric RNA, senescence, biomarkers, therapeutic targets"
Multiple pathways of the actin-myosin cycle in energy transduction and the release of orthophosphate in muscle,"actin-myosin, energy transduction, orthophosphate, muscle"
"Creatine transporter (SLC6A8) knockout mice exhibit reduced muscle performance, disrupted mitochondrial Ca2+ homeostasis, and severe muscle atrophy","creatine transporter, muscle performance, mitochondrial homeostasis, muscle atrophy"
The Mechanism of Modulation of Cardiac Force by Temperature,"Cardiac Force, Temperature, Modulation"
Clarifying healthy aging: building a common language for policy innovation within the Age-It Research Program,"healthy aging, policy innovation, Age-It, research program"
"Telomere length, mitochondrial DNA, and micronucleus yield in response to oxidative stress in peripheral blood mononuclear cells","telomere length, mitochondrial DNA, micronucleus, oxidative stress"
One size does not fit all: Nurturing identity needs and job satisfaction through employee benefits across gender and age,"employee benefits, job satisfaction, gender, age"
The Elephant in the Family Policy Room: How Care Culture Influences the Effects of Public Childcare on Women’s Labor Market Participation in Europe,"care culture, childcare, women's labor, Europe"
An integrated picture of the structural pathways controlling the heart performance,"heart performance, structural pathways, integrated picture"
Medaka fish Oryzias latipes a promising model to study titinopathies: the HMERF case study.,"Medaka fish, Oryzias latipes, titinopathies, HMERF"
Avoiding the eyeballing fallacy: Visualizing statistical differences between estimates using the pheatplot command,"eyeballing fallacy, visualization, statistical differences, pheatplot"
Force and kinetics of fast and slow muscle myosin determined with a synthetic sarcomere–like nanomachine,"muscle myosin, synthetic sarcomere, kinetics, force"
Gender and Beyond: Employment Patterns during the COVID-19 Pandemic in Italy,"genere, occupazione, COVID-19, Italia"
(Grand) childlessness and depression across men and women’s stages of later life,"childlessness, depression, later life, gender differences"
Mass reproducibility and replicability: A new hope,"reproducibility, replicability, hope"
PHEATPLOT: Stata module to visualize p-values,"PHEATPLOT, visualizzazione, p-values"
Formal childcare services and fertility: the case of Italy,"servizi di cura, fertilità, Italia"
Employment Instability and Childbirth over the Last 20 Years in Italy,"occupazione, instabilità, nascita, Italia"
"Replicating ""State Action to Prevent Violence against Women"". A Comment on Córdova & Kras (2022)","violence, women, replication, comment"
Dall’origine alla destinazione. La divisione di genere nel lavoro domestico e nelle attività di cura nelle coppie straniere in Italia,"genere, lavoro domestico, coppie straniere, attività di cura"
Data-driven probabilistic mapping of the spatial and molecular landscape of glioma,"glioma, mapping, probabilistic, spatial"
Does culture influence the gender division of housework and childcare?,"cultura, genere, lavoro domestico, cura dei bambini"
Childbearing motivations behind fertility desires and fertility intentions in Norway,"fertility, motivations, desires, intentions"
"L'Università al microscopio: un'indagine sull'origine, le traiettorie ei destini dei laureati dell'Università di Trento","Università di Trento, laureati, origine, traiettorie"
Measuring Vitality and Depletion During Adolescence: Validation of the Subjective Vitality/Subjective Depletion Scale in a Sample of Italian Students,"Vitalità, Deplezione, Adolescenza, Scale"
Different Pattern in Circulating MicroRNA‐22‐3p Levels Between Patients With Primary Versus Secondary Sarcopenia,"MicroRNA-22-3p, sarcopenia, circulating levels, patients"
Biomarkers Linked to Malnutrition Identified According to GLIM Criteria Among Older Community-Dwelling Adults: Results from the ilSIRENTE Study,"biomarkers, malnutrition, GLIM, older adults"
Predictive value of different muscle power normalization methods for mobility limitations in community-dwelling older adults: A cross-sectional analysis from the longevity …,"muscle power, mobility limitations, older adults, normalization methods"
"Temporal Trends in Cardiovascular Health Metrics in Italy, 2015–2024: A Ten-Year Report from the Longevity Check-Up (Lookup) 8+ Study","salute cardiovascolare, tendenze temporali, Italia, report decennale"
Lifestyle interventions and medication burden in older adults: insights from the Lifestyle Intervention and Independence for Elders (LIFE) and the Sarcopenia and Physical …,"interventi lifestyle, anziani, sarcopenia, indipendenza"
Association between Cardiovascular Health Metrics and Self-reported Walking Difficulty in Community-dwelling Middle-aged and Older Adults: Results from the Longevity Check-up …,"salute cardiovascolare, difficoltà a camminare, adulti anziani, longevità"
Exploring the role of intrinsic and extrinsic factors on the associations between sarcopenia and falls in older adults,"sarcopenia, falls, older adults, factors"
Associations between sarcopenia operationalized using muscle strength or power and health-related parameters,"sarcopenia, muscle strength, health parameters, power"
Effects of two-year adapted physical exercise program and nutritional counselling on cardio-sarcopenia syndrome in older adults with low muscle function,"cardio-sarcopenia, physical exercise, nutritional counselling, older adults"
Adherence to Physical Activity and Incident Mobility Disability in Older Adults With Mobility Limitations,"Adherence, Physical Activity, Mobility Disability, Older Adults"
Urban health inequities and healthy longevity: traditional and emerging risk factors across the cities and policy implications,"salute urbana, ineguaglianze, longevità sana, fattori di rischio"
How to promote healthy aging across the life cycle,"healthy aging, life cycle, promotion"
Poor sleep quality is associated with probable sarcopenia in community-dwelling older adults: Results from the longevity check-up (lookup) 8+,"poor sleep, sarcopenia, older adults, longevity check-up"
Impact of waist-to-hip and waist-to-height ratios on physical performance: insights from the Longevity Check-up 8+ project,"waist-to-hip, waist-to-height, physical performance, Longevity Check-up"
"Performance of the SARC-F, SARC-CalF, and calf circumference for sarcopenia case finding in community-dwelling older adults","SARC-F, sarcopenia, anziani, calf circumference"
Waist-to-calf circumference ratio as a potential indicator of diabetes risk: results from the Longevity Check-Up (Lookup) 8+,"waist-to-calf ratio, diabetes risk, Longevity Check-Up, Lookup 8+"
Intrinsic capacity and recent falls in adults 80 years and older living in the community: results from the ilSIRENTE Study,"capacità intrinseca, cadute recenti, adulti anziani, ilSIRENTE Study"
Diagnostic and prognostic value of calf circumference for sarcopenia in community-dwelling older adults,"calf circumference, sarcopenia, older adults, diagnostic value"
Physical performance is associated with long-term survival in adults 80 years and older: results from the ilSIRENTE study,"performance fisica, sopravvivenza, adulti anziani, ilSIRENTE"
Sonified Quantum Seizures. Sonification of time series in epileptic seizures and simulation of seizures via quantum modelling,"sonificazione, segnali temporali, crisi epilettiche, modello quantistico"
LongitProgression: A Python Tool for Studying Factors of Disease Progression through Multivariate Longitudinal Clustering,"LongitProgression, Python Tool, Disease Progression, Multivariate Clustering"
"K-operator for Modelling Neurodegeneration: Simulations, fMRI Application, Eigenvalue Analysis and Recurrence Plots","K-operator, neurodegeneration, fMRI, simulations"
Sketching a Space of Brain States,"brain states, sketching, space"
Predictive values of relative fat mass and body mass index on cardiovascular health in community-dwelling older adults: Results from the Longevity Check-up (Lookup) 7+,"fat mass, body mass index, cardiovascular health, older adults"
Limbic and cerebellar effects in Alzheimer-Perusini’s disease: A physics-inspired approach,"Alzheimer, cerebellar, limbic, physics-inspired"
Broken AI. A Test Bench for a Non-invasive Experiment in Computational Neuropsychiatry Joining Krankheit-Operator and Artificial Intelligence,"AI, neuropsychiatry, non-invasive, experiment"
Computing the Time-dependent Krankheit-operator in Epilepsy from ECoG: a Case Study,"Krankheit-operator, Epilepsy, ECoG, Case Study"
Stratifying Mild Cognitive Impairment Patients via Embedded Transcriptomic Data and Clustering Analysis,"Cognitive Impairment, Transcriptomic Data, Clustering, Patients"
Enhancing Explainability in Multivariate Longitudinal Clustering of Healthcare Data using Soft-DTW and SHAP,"Explainability, Longitudinal Clustering, Healthcare Data, Soft-DTW"
Authors reply: Delirium and frailty in older adults: Clinical overlap and biological underpinnings,"delirium, frailty, older adults, biological underpinnings"
The cost of delay: a case report highlighting the need for early intervention in bone health,"cost of delay, early intervention, bone health"
"Longitudinal Analysis of Disease Progression in the Elderly: An Approach to Mitigate the Burden of Frailty, Functional and Cognitive Decline","disease progression, elderly, frailty, cognitive decline"
Modeling Parkinson's Disease with a Brain-Network Operator: A Data-Driven Approach,"Parkinson's Disease, Brain-Network, Modeling, Data-Driven"
On disease and healing: a theoretical sketch,"disease, healing, theoretical, sketch"
A Theoretical Sketch of Disease and Healing Using Network Alterations and Category Theory,"disease, healing, network alterations, category theory"
A Federated K-Means-Based Approach in eHealth Domains with Heterogeneous Data Distributions.,"Federated K-Means, eHealth, Heterogeneous Data, Data Distributions"
Analyzing trajectories of clinical markers in patients with sepsis through multivariate longitudinal clustering,"sepsis, clinical markers, longitudinal clustering, trajectories"
Clustering-based stratification of mild cognitive impairment: Insights from blood transcriptomic data,"clustering, cognitive impairment, transcriptomic, blood"
A physics-based view of brain-network alteration in neurological disease,"brain-network, neurological disease, physics-based, alteration"
Brain-Network Mathematical Modeling for Neurodegenerative Disease,"Brain-Network, Mathematical Modeling, Neurodegenerative Disease"
A Dialogue between Formalization and Data: Neurological Disease as the Action of a Mathematical Operator,"neurological disease, mathematical operator, formalization, data"
Clustering of longitudinal Clinical Dementia Rating data to identify predictors of Alzheimer’s disease progression,"clustering, dementia, Alzheimer's disease, predictors"
K-operator as a predictor for Alzheimer-Perusini’s disease,"K-operator, predictor, Alzheimer, Perusini's disease"
A brain-network operator for modeling disease: a first data-based application for Parkinson’s disease,"brain-network, modeling, Parkinson's disease, data-based"
Hyper-parameter optimization through reinforcement learning for survival prediction of patients with heart failure,"hyper-parameter optimization, reinforcement learning, survival prediction, heart failure"
"Associations between hypertension and cognitive, mood, and behavioral parameters in very old adults: results from the IlSIRENTE study","ipertensione, cognizione, umore, comportamento"
Physical performance and negative events in very old adults: a longitudinal study examining the ilSIRENTE cohort,"performance fisica, eventi negativi, anziani, coorte ilSIRENTE"
"Associations between hypertension, angiotensin-converting enzyme inhibitors, and physical performance in very old adults: results from the ilSIRENTE study","ipertensione, inibitori ACE, performance fisica, anziani"
A simple medical device development according to normative values of calf circumference across ages: results from the Italian Longevity Check‐up 7+(Lookup 7+) project,"dispositivo medico, circonferenza polpaccio, normative, longevità"
Sex‐and age‐specific normative values of lower extremity muscle power in Italian community‐dwellers,"muscle power, lower extremity, normative values, Italian community"
Association of physical activity and exercise with physical performance and muscle mass in older adults: Results from the longevity check-up (Lookup) 7+ Project,"physical activity, exercise, muscle mass, older adults"
Lower adherence to a mediterranean diet is associated with high adiposity in community-dwelling older adults: Results from the Longevity Check-Up (Lookup) 7+ Project,"dieta mediterranea, adiposità, anziani, Longevity Check-Up"
Adherence to aerobic training combined with high protein intake is associated with low blood pressure in Italian older adults: a cross-sectional study,"adherence, aerobic training, high protein, blood pressure"
Diet for the prevention and management of sarcopenia,"dieta, sarcopenia, prevenzione, gestione"
Advanced NMR Screening: Unveiling Bioactive Compounds in Complex Molecular Mixtures,"NMR Screening, Bioactive Compounds, Molecular Mixtures"
Natural products targeting Amyloid-β aggregation: spectroscopic and biophysical approaches for Alzheimer’s disease prevention,"natural products, Amyloid-β, aggregation, Alzheimer's disease"
Metabolomic profiling of myrtle leaves extracts and evaluation of their anti-amyloidogenic activity against Aβ1-42 peptide,"profilo metabolomico, estratti di mirto, attività anti-amilode, peptide Aβ1-42"
An NMR Toolkit to Probe Amyloid Oligomer Inhibition in Neurodegenerative Diseases: From Ligand Screening to Dissecting Binding Topology and Mechanisms of Action,"NMR Toolkit, Amyloid Oligomer, Neurodegenerative Diseases, Binding Topology"
Association of vagally mediated heart rate variability at work with exhaustion: The importance of trait neuroticism.,"heart rate variability, exhaustion, neuroticism, work"
Longitudinal Relations Between Global Self-Esteem and Organizational Self-Esteem and Their Prospective Effects on Job Satisfaction and Work Engagement,"self-esteem, job satisfaction, work engagement, longitudinal relations"
Il futuro con l’ageing. Leggerezza e molteplicità,"futuro, ageing, leggerezza, molteplicità"
A teaching proposal for a short course on biomedical data science,"insegnamento, corso breve, scienza dei dati, biomedicina"
Multivariate longitudinal clustering reveals neuropsychological factors as dementia predictors in an Alzheimer’s disease progression study,"longitudinal clustering, neuropsychological factors, dementia predictors, Alzheimer's disease"
The Venus score for the assessment of the quality and trustworthiness of biomedical datasets,"Venus score, qualità, affidabilità, dataset biomedici"
Delirium,delirium
Anziani e lavoro,"anziani, lavoro"
Competenze per l’ageing nei luoghi di lavoro: il caso di studio dei responsabili delle cooperative sociali nel territorio toscano,"competenze, ageing, cooperative sociali, Toscana"
Disposizioni anticipate di trattamento del disponente anziano e vulnerabile,"disposizioni anticipate, trattamento, anziano, vulnerabile"
Trust e persona anziana,"Trust, persona anziana"
La protezione legale nelle relazioni di cura agli anziani,"protezione legale, relazioni di cura, anziani"
«Testamento biologico» e vulnerabilità della persona anziana non autosufficiente,"testamento biologico, vulnerabilità, anziana, non autosufficiente"
Trust a favore della persona anziana,"trust, anziana, persona"
Advance Healthcare Directives in the European Framework: Legal Perspectives and Regulatory Challenges,"Healthcare Directives, European Framework, Legal Perspectives, Regulatory Challenges"
Trust e misure di protezione per la persona anziana e vulnerabile,"Trust, misure di protezione, persona anziana, vulnerabile"
Trust as a wealth management and estate planning tool for older adults.,"trust, wealth management, estate planning, older adults"
Educazione non formale e invecchiamento attivo: analisi descrittiva del caso dell’Università dell’Età Libera del Comune di Firenze,"educazione non formale, invecchiamento attivo, Università dell’Età Libera, Firenze"
"Promuovere longevità attiva: la sfida dell’educazione continua per il benessere, al di là e oltre l’emergenza","longevità attiva, educazione continua, benessere, emergenza"
Frontotemporal dementia characterization using neurite orientation dispersion and density imaging,"demenza frontotemporale, caratterizzazione, neurite, imaging"
Brain functional connectivity changes in amyotrophic lateral sclerosis with apathy and depression,"brain connectivity, amyotrophic lateral sclerosis, apathy, depression"
Modelling pathological spread through the structural connectome in the frontotemporal dementia clinical spectrum,"pathological spread, structural connectome, frontotemporal dementia, clinical spectrum"
Positive demography: Changing the perspective on population aging from the Age-It Research Program,"demography, population aging, Age-It, perspective"
"Longevity, health, and active life","longevity, health, active life"
The Future of Births via Medically Assisted Reproduction in Italy: Scenarios to 2050,"Medically Assisted Reproduction, Births, Italy, Future Scenarios"
"Longevità, salute e vita attiva","longevità, salute, vita attiva"
"Demography, Economy and Policy Choices: The Three Corners of the Pension Conundrum","demography, economy, policy, pension"
Speranza di vita ed età pensionabile differenziata,"speranza di vita, età pensionabile, differenziazione"
"Statistics, Politics, and Policy: Demography, Economy and Policy Choices: The Three Corners of the Pension Conundrum","pension, demography, economy, policy"
Education and learning for active aging: Promising practices and findings from the Age-It Research Program,"educazione, invecchiamento attivo, pratiche promettenti, Age-It"
Long-term impact of mortality on population age structures,"mortality, population, age structures, impact"
What drives population ageing? A cointegration analysis,"population ageing, cointegration, drivers"
Aging well in an aging society: Italy at the forefront of global aging and the Age-It Research Program,"invecchiamento, società, Italia, Age-It"
Accompagnare la longevità: Buone pratiche educative e formative per l’invecchiamento attivo,"longevità, invecchiamento attivo, buone pratiche, educazione"
"Competences for Active Longevity: A Comparative Study of Nigeria, Pakistan and Italy","longevità attiva, competenze, Nigeria, Italia"
Per una pedagogia dell’ageing. Tracce per il futuro,"pedagogia, ageing, futuro, tracce"
"Educare, apprendere, formare (al) l’invecchiamento attivo nel corso della vita. Per introdurre un lavoro corale e interdisciplinare","invecchiamento attivo, educare, apprendere, formare"
"Prevalence and interconnectedness of delirium, dementia, and frailty pathways in clinical settings: a survey of geriatricians across Europe","delirium, dementia, frailty, geriatricians"
Correction: Polypharmacy and sarcopenia in hospitalized older patients: results of the GLISTEN study,"polypharmacy, sarcopenia, hospitalized patients, GLISTEN study"
Italian intersocietal recommendations for restructuring the diagnostic-therapeutic pathway for the implementation and appropriate use of anti-amyloid monoclonal antibodies in …,"raccomandazioni, monoclonali, anti-amyloid, diagnostico-terapeutico"
Enhancing in-hospital mortality prediction in older patients with sepsis: the role of frailty indices and multidrug-resistance status in non-ICU wards—a proof-of-concept study,"mortalità in ospedale, sepsi, indici di fragilità, resistenza ai farmaci"
Protocol: a Comprehensive Approach to Reduce Elderly functional decline in Diabetes: the CARED study,"Diabetes, Elderly, Functional decline, CARED study"
Benzodiazepine Exposure and 6-Month Mortality in Older Adults Post-Hospitalization: Time to Consider Deprescribing?,"Benzodiazepine, Mortality, Older Adults, Deprescribing"
Clinical Practice Guidelines on Delirium-Consensus and Gaps: A Scoping Review Protocol,"Delirium, Clinical Practice, Guidelines, Review Protocol"
Impact of Hypoactive and Mixed Delirium on Short-Term Survival in Older Adults Hospitalised for Acute Heart Failure: A Prospective Study in an Acute Geriatric Unit,"delirium, anziani, insufficienza cardiaca, sopravvivenza"
The use of SGLT2 inhibitors in older people: What is important?,"SGLT2 inhibitors, older people, importance"
Prevalence of frailty in cardiac transthyretin amyloidosis: A systematic review and meta-analysis,"frailty, cardiac, transthyretin, amyloidosis"
Exploring Sex-Related Difference in Cerebrospinal Fluid/Blood Quotient of Albumin in Older Patients Undergoing Hip Fracture Surgery: Insight From the ORTODEL and BIODEL Study,"cerebrospinal fluid, albumin, hip fracture, older patients"
